# iterations	 errorinentropy	 maxerror	 minmean	 maxmean	 cverror	 (generated with python scripts-python-make-data/ising-multi-heat-capacity.py --file_dir=../ising-cp-data/ --reference=../deft/papers/histogram/data/ising-32-reference-lndos.dat --save_dir=ising/data/comparison/N32 --N=32 --Emin=2048 --Emax=0 --seed_avg=8 --filename ising-sad-32 ising-samc-1e5-32 ising-samc-1e6-32 ising-samc-1e7-32 ising-wl-32 ising-wl-inv-t-32
0.03125	184	705.7	184	184	321.9
0.0625	184	705.7	184	184	321.9
0.09375	184	705.7	184	184	321.9
0.125	184	705.7	184	184	321.9
0.1875	184	705.7	184	184	321.9
0.2188	184	705.7	184	184	321.9
0.3125	184	705.7	184	184	321.9
0.4062	184	705.7	184	184	321.9
0.5625	184	705.7	184	184	321.9
0.75	184	705.7	184	184	321.9
1	184	705.7	184	184	321.9
1.312	184	705.7	183.9	184	321.9
1.75	184	705.7	183.9	184	321.9
2.344	184	705.6	183.9	184	321.9
3.125	183.9	705.6	183.9	184	321.9
4.156	183.9	705.5	183.8	184	321.9
5.562	183.9	705.3	183.7	184	321.9
7.406	183.8	705.2	183.6	184	321.9
9.875	183.7	704.9	183.5	184	321.9
13.19	183.6	704.7	183.3	184	321.9
17.56	183.6	703.8	183.1	184	321.9
23.44	183.5	703.8	182.9	184	321.9
31.25	183.3	703.1	182.5	184	321.9
41.69	183.1	702.7	181.9	184	321.9
55.56	182.8	700.8	181.1	183.7	321.9
74.09	182.2	699	180.3	183.6	321.9
98.81	181.3	695.7	179.7	182.9	321.9
131.8	180.3	692.6	177.9	182.7	321.9
175.7	178.9	691.7	175.9	180.6	321.9
234.3	177.8	688.5	175.7	178.9	321.9
312.5	176.2	685.1	173.9	177.9	321.9
416.7	172.6	678.8	169	176.2	321.9
555.7	168.2	669.6	166.4	171.1	321.9
741.1	163.7	666.1	161.2	167.8	321.9
988.2	155.4	650.3	152.1	158.7	321.9
1318	148.1	640.1	142.8	152	321.9
1757	137.5	630.4	132.5	140.7	321.9
2343	130.7	623.3	119.9	143.8	323.4
3125	127.3	603.6	119.3	137	699.7
4167	127.5	581.9	123.2	132.1	685.8
5557	137.2	555.6	125.1	146.3	668.3
7411	160.9	626	149.5	174.2	661.8
9882	196.9	760.6	177.1	212.7	645.5
1.318e+04	256.1	909.2	238.4	278.9	643.8
1.757e+04	341.7	1111	314.2	360.4	641.8
2.343e+04	434.3	1333	410.9	457.2	629.3
3.125e+04	577.1	1723	545.3	609.3	641.4
4.167e+04	624.3	1866	577.4	656.7	588.7
5.557e+04	590.5	1984	535	669.5	573.7
7.411e+04	521.9	2052	430.2	572.8	540.4
9.882e+04	417.4	2141	303.3	549.6	525.4
1.318e+05	288.9	1993	199.9	451.7	470.9
1.757e+05	234.1	1660	205.4	281.9	472.4
2.343e+05	186.6	1440	151.5	243.3	435.4
3.125e+05	104.6	871.7	71.69	180.7	380.2
4.167e+05	77.18	638.3	53.21	123.6	351.3
5.557e+05	58.37	431.7	48.56	69.66	316.8
7.411e+05	41.54	300.9	26.33	72.75	282.3
9.882e+05	32.91	256.7	21.84	40.8	251.6
1.318e+06	23.56	168.3	15.53	30.53	245.4
1.757e+06	17.55	116.4	10.49	29.57	193.8
2.343e+06	12.25	83.77	4.284	17.32	173.5
3.125e+06	7.968	54.45	4.164	13.12	128.9
4.167e+06	9.636	59.4	7.139	13.49	156.7
5.557e+06	5.635	33.24	2.466	8.482	111.3
7.411e+06	4.196	23.77	1.531	9.846	111.1
9.882e+06	4.517	25.12	0.7039	9.877	96.57
1.318e+07	2.886	15.39	0.6457	4.508	87.63
1.757e+07	2.103	10.88	0.5641	3.254	79.19
2.343e+07	1.552	7.443	0.8301	2.835	59.75
3.125e+07	1.469	8.207	0.6581	3.754	47.77
4.167e+07	1.368	6.281	0.2333	3.207	48.86
5.557e+07	1.242	5.171	0.3268	2.38	53.96
7.411e+07	0.61	3.592	0.2613	1.18	36.6
9.882e+07	0.9036	4.178	0.3881	1.625	31.14
1.318e+08	0.599	3.07	0.3394	1.268	29.22
1.757e+08	0.5622	2.322	0.173	0.9016	27.15
2.343e+08	0.4623	2.037	0.1725	0.8392	24.11
3.125e+08	0.3059	1.744	0.1609	0.498	22.09
4.167e+08	0.469	1.909	0.1541	0.7756	21.8
5.557e+08	0.2516	1.194	0.1431	0.4972	15.47
7.411e+08	0.2246	0.9727	0.09727	0.5566	15.14
9.882e+08	0.2288	0.9277	0.06438	0.5069	12.73
1.318e+09	0.153	0.6942	0.08277	0.3233	9.799
1.757e+09	0.1685	0.7085	0.05569	0.3575	9.34
2.343e+09	0.08551	0.5399	0.03919	0.1338	8.105
3.125e+09	0.1197	0.5797	0.04802	0.2252	7.319
4.167e+09	0.1072	0.4845	0.03682	0.2633	7.096
5.557e+09	0.06313	0.3176	0.02499	0.1057	5.568
7.411e+09	0.0891	0.374	0.02595	0.2513	5.736
9.882e+09	0.08188	0.345	0.03643	0.1504	5.1
1.318e+10	0.03804	0.1999	0.02772	0.06318	5.082
1.757e+10	0.03803	0.1927	0.0193	0.05861	4.211
2.343e+10	0.04913	0.2075	0.01772	0.107	4.393
3.125e+10	0.03019	0.1547	0.01287	0.05812	3.605
4.167e+10	0.03089	0.1471	0.01291	0.08525	3.59
5.557e+10	0.02921	0.1299	0.01189	0.06465	3.545
7.411e+10	0.02343	0.1093	0.008228	0.03995	3.306
9.882e+10	0.0136	0.06861	0.008302	0.01918	2.913
1.318e+11	0.02055	0.08361	0.00846	0.03553	3.016
1.757e+11	0.01999	0.07914	0.01073	0.0389	2.895
2.343e+11	0.01727	0.0713	0.006036	0.03905	2.792
3.125e+11	0.009274	0.04444	0.002866	0.01545	2.74
4.167e+11	0.009675	0.04216	0.005444	0.01463	2.6
